Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2010-2020
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,4145229,4224621,4304840,4385803,4467882,4550763,4629378,1.821512676
Country List,(Country List),"Population, female",SP.POP.TOTL.FE.IN,..,..,..,..,..,..,..,..
Brazil,BRA,"Population, male",SP.POP.TOTL.MA.IN,99855752,100657516,101450192,102232088,102996239,103733160,104435783,0.786535835
Argentina,ARG,"Population, male",SP.POP.TOTL.MA.IN,20785770,21016705,21245521,21472290,21696699,21918496,22137442,1.092405473
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,23013034,23288781,23618154,23990081,24370780,24713193,24984564,1.199847656
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,157439895,158643212,159825817,160859432,161719493,162462628,163034623,0.650499417
United Kingdom,GBR,"Population, male",SP.POP.TOTL.MA.IN,31822154,32094826,32356947,32594185,32807966,33008768,33211017,0.742435087
United Arab Emirates,ARE,"Population, male",SP.POP.TOTL.MA.IN,6565277,6520854,6537834,6595482,6680357,6766806,6836349,0.665863381
Turkey,TUR,"Population, male",SP.POP.TOTL.MA.IN,37993284,38650062,39313518,39978211,40611933,41173709,41636125,1.576273725
Norway,NOR,"Population, male",SP.POP.TOTL.MA.IN,2583343,2612219,2637977,2661622,2681209,2701173,2718873,1.06528634
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5346628,5311962,5289903,5279194,5268106,5262306,5259387,-0.38049322
India,IND,"Population, male",SP.POP.TOTL.MA.IN,673747770,681223332,688604687,695880522,703055580,710129572,717100970,1.103726489
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2862740,2896581,2934565,2937348,2951389,2985477,2976134,1.172888924
Vietnam,VNM,"Population, male",SP.POP.TOTL.MA.IN,45699141,46197466,46696272,47193015,47680864,48151352,48598254,1.051790578
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,704675333,708647978,712569385,716728147,719905214,722264717,723683488,0.513952075
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,89305034,91720564,94181382,96687405,99237728,101831874,104469637,2.648569792
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,26924050,27337004,27735713,28121437,28495093,28859302,29216012,1.451187407
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,45697164,46717678,47729770,48735775,49733474,50722599,51702862,2.124680055
Australia,AUS,"Population, male",SP.POP.TOTL.MA.IN,11705167,11867302,12049619,12252228,12441473,12632259,12791828,1.492860327
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,4070471,4155479,4241160,4327497,4414918,4503237,4587522,1.97558151
Country List,(Country List),"Population, male",SP.POP.TOTL.MA.IN,..,..,..,..,..,..,..,..
Brazil,BRA,"Population, total",SP.POP.TOTL,202763744,204471759,206163056,207833825,209469320,211049519,212559409,0.825689659
Argentina,ARG,"Population, total",SP.POP.TOTL,42669500,43131966,43590368,44044811,44494502,44938712,45376763,1.066011192
Colombia,COL,"Population, total",SP.POP.TOTL,46967706,47520667,48175048,48909844,49661056,50339443,50882884,1.179274488
United States,USA,"Population, total",SP.POP.TOTL,318386329,320738994,323071755,325122128,326838199,328329953,329484123,0.631287356
United Kingdom,GBR,"Population, total",SP.POP.TOTL,64602298,65116219,65611593,66058859,66460344,66836327,67215293,0.684814552
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9214182,9262896,9360975,9487206,9630966,9770526,9890400,1.456335407
Turkey,TUR,"Population, total",SP.POP.TOTL,77229262,78529413,79827868,81116451,82340090,83429607,84339067,1.536477931
Norway,NOR,"Population, total",SP.POP.TOTL,5137232,5188607,5234519,5276968,5311916,5347896,5379475,0.955514592
Greece,GRC,"Population, total",SP.POP.TOTL,10892413,10820883,10775971,10754679,10732882,10721582,10715549,-0.371700109
India,IND,"Population, total",SP.POP.TOTL,1295600768,1310152392,1324517250,1338676779,1352642283,1366417756,1380004385,1.115979303
Singapore,SGP,"Population, total",SP.POP.TOTL,5469724,5535002,5607283,5612253,5638676,5703569,5685807,1.133053221
Vietnam,VNM,"Population, total",SP.POP.TOTL,91713850,92677082,93640435,94600643,95545959,96462108,97338583,1.01226257
China,CHN,"Population, total",SP.POP.TOTL,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1410929362,0.532931502
Nigeria,NGA,"Population, total",SP.POP.TOTL,176404931,181137454,185960244,190873247,195874685,200963603,206139587,2.627787448
South Africa,ZAF,"Population, total",SP.POP.TOTL,54544184,55386369,56207649,57009751,57792520,58558267,59308690,1.466849744
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,90424668,92442549,94447071,96442590,98423602,100388076,102334403,2.122860275
Australia,AUS,"Population, total",SP.POP.TOTL,23475686,23815995,24190907,24601860,24982688,25365745,25687041,1.535020287
Israel,ISR,"Population, total",SP.POP.TOTL,8215700,8380100,8546000,8713300,8882800,9054000,9216900,1.897900564
Country List,(Country List),"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..
Brazil,BRA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,69.89147697,70.80844285,71.18621427,72.66138773,73.1825525,74.09549428,..,..
Argentina,ARG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,64.71553611,65.75379981,66.82217344,67.88120445,69.79810466,70.6092697,..,..
Colombia,COL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,70.63201562,71.2909911,71.26577625,71.29310345,70.75553357,70.1147991,..,..
United States,USA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,81.88849971,81.62549335,81.69219548,82.24299065,82.36926673,82.75258784,..,..
United Kingdom,GBR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,82.72128749,83.00146413,83.35772834,84.21826739,84.4878192,85.37624927,..,..
United Arab Emirates,ARE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,52.13521246,53.44955098,54.71959136,56.20586347,56.08527962,55.71612075,..,..
Turkey,TUR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,42.46979489,43.90618456,45.05342029,46.19729953,46.84536082,47.49168514,..,..
Norway,NOR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,90.11457109,89.62443373,89.71260133,90.08820451,89.70020778,89.74966672,..,..
Greece,GRC,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,73.30129267,74.80814147,75.23809524,74.62064366,73.7252948,73.8028169,..,..
India,IND,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,28.19730486,27.91084924,27.64364106,27.40528577,27.1927521,27.38408851,..,..
Singapore,SGP,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,77.6835443,78.84324597,79.27710843,78.67814637,79.19112018,79.05759162,..,..
Vietnam,VNM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,88.6322409,87.95761079,88.24599709,88.1598063,88.45408287,88.50085179,..,..
China,CHN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,81.21368625,81.05481405,80.87986464,80.64347371,80.35761241,80.06609385,..,..
Nigeria,NGA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,83.35295107,82.92310304,82.64902938,80.50041701,78.55519481,76.86945501,..,..
South Africa,ZAF,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,77.24002616,77.69956807,77.56696429,78.55784469,78.85013537,78.83942766,..,..
"Egypt, Arab Rep.",EGY,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,31.15903678,30.61085356,31.35418102,30.76272381,25.91813849,25.93789518,..,..
Australia,AUS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,82.66741699,83.08534531,83.87507066,84.44915254,84.99436937,85.46936481,..,..
Israel,ISR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,84.91081703,84.86548698,85.68335979,85.55122092,86.97552448,87.69864626,..,..
Country List,(Country List),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,24.20000076,25.07999992,25.39999962,26.40999985,27.04000092,27.45999908,..,..
Argentina,ARG,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,19.48999977,20.04999924,20.82999992,21.45000076,22.56999969,23.39999962,..,..
Colombia,COL,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,50.25,49.59999847,49.34000015,48.95999908,49.02000046,48.47000122,..,..
United States,USA,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,5.360000134,5.260000229,5.159999847,5.28000021,5.170000076,5.079999924,..,..
United Kingdom,GBR,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,10.47000027,10.39000034,10.85000038,11,10.93000031,11.14000034,..,..
United Arab Emirates,ARE,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,1.24000001,1.25,1.309999943,2.5,3.74000001,5.619999886,..,..
Turkey,TUR,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,39.49000168,37.93000031,36.29999924,36.34000015,34.49000168,33.29000092,..,..
Norway,NOR,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,4.340000153,4.610000134,4.539999962,4.329999924,4.300000191,4.150000095,..,..
Greece,GRC,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,30.39999962,29.57999992,29.45000076,29.20000076,28.38999939,26.54000092,..,..
India,IND,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,81.44999695,80.44999695,79.36000061,78.16000366,76.83999634,75.83999634,..,..
Singapore,SGP,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,9.789999962,8.989999771,9.050000191,9.300000191,9.140000343,8.680000305,..,..
Vietnam,VNM,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,69.44000244,65.80999756,64.26000214,62.31999969,60.61000061,58.90000153,..,..
China,CHN,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,48.40999985,48.13999939,47.88000107,47.56999969,46.79999924,45.84999847,..,..
Nigeria,NGA,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,87.04000092,87.51000214,87.68000031,86.76999664,85.88999939,85.37000275,..,..
South Africa,ZAF,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,11.81999969,12.06999969,12.34000015,12.97999954,12.53999996,13.31000042,..,..
"Egypt, Arab Rep.",EGY,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,48.84999847,48.45000076,33.88000107,37.04000092,34.68999863,31.37000084,..,..
Australia,AUS,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,12.56999969,12.56999969,12.59000015,12.43999958,11.97999954,12.32999992,..,..
Israel,ISR,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,8.359999657,8.409999847,8.569999695,8.520000458,9.340000153,9.420000076,..,..
Country List,(Country List),"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,34.16999817,35.81000137,36.34999847,36.65000153,37,37.24000168,..,..
Argentina,ARG,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,26.52000046,26.82999992,27.64999962,28.12999916,27.70999908,28.80999947,..,..
Colombia,COL,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,52.41999817,52.11000061,52.43000031,52.63000107,53.08000183,50.34000015,..,..
United States,USA,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,7.369999886,7.449999809,7.429999828,7.079999924,7.230000019,6.960000038,..,..
United Kingdom,GBR,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,19.37999916,18.98999977,19.44000053,19.21999931,18.79000092,19.48999977,..,..
United Arab Emirates,ARE,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,3.5,3.390000105,3.25999999,3.670000076,4.019999981,4.800000191,..,..
Turkey,TUR,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,31.52000046,30.60000038,30.69000053,31.06999969,30.84000015,30.71999931,..,..
Norway,NOR,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,9.800000191,9.180000305,9.140000343,8.5,8.380000114,8.520000458,..,..
Greece,GRC,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,39.90000153,38.81000137,37.38999939,37.52000046,37.02999878,35.70999908,..,..
India,IND,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,78.98999786,78.40000153,77.76000214,77.12999725,76.47000122,75.83000183,..,..
Singapore,SGP,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,18,17.54999924,17.75,18.43000031,17.53000069,16.87999916,..,..
Vietnam,VNM,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,59.59999847,55.93999863,53.70000076,52.40999985,51.86999893,50.08000183,..,..
China,CHN,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,47.36000061,46.75999832,46.27000046,45.83000183,44.86000061,43.72000122,..,..
Nigeria,NGA,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,77.25,78.05999756,78.52999878,77.23000336,75.98000336,75.27999878,..,..
South Africa,ZAF,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,15.89999962,16.52000046,17.23999977,17.40999985,17.95000076,18.72999954,..,..
"Egypt, Arab Rep.",EGY,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,36.63999939,34.59999847,29.14999962,30.57999992,30.32999992,30.18000031,..,..
Australia,AUS,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,20.98999977,20.87000084,20.87000084,20.73999977,20.35000038,20.28000069,..,..
Israel,ISR,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,14.71000004,15.15999985,15.32999992,14.86999989,15.15999985,14.90999985,..,..
Country List,(Country List),"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,30.01000023,31.29999924,31.75,32.29999924,32.75,33.08000183,..,..
Argentina,ARG,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,23.64999962,24.04999924,24.81999969,25.34000015,25.53000069,26.51000023,..,..
Colombia,COL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,51.50999832,51.04999924,51.13000107,51.09999847,51.38999939,49.56999969,..,..
United States,USA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,6.449999809,6.440000057,6.389999866,6.25,6.28000021,6.090000153,..,..
United Kingdom,GBR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,15.23999977,14.98999977,15.43999958,15.36999989,15.10999966,15.56999969,..,..
United Arab Emirates,ARE,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,3.160000086,3.049999952,2.940000057,3.470000029,3.970000029,4.940000057,..,..
Turkey,TUR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,33.93999863,32.86000061,32.45000076,32.74000168,32.00999832,31.54000092,..,..
Norway,NOR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,7.210000038,7.019999981,6.960000038,6.519999981,6.460000038,6.460000038,..,..
Greece,GRC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,35.97000122,34.95999908,34.09000015,34.06999969,33.47999954,31.89999962,..,..
India,IND,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,79.5,78.81999969,78.08000183,77.33999634,76.54000092,75.83000183,..,..
Singapore,SGP,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,14.61999989,13.98999977,14.13000011,14.64999962,14.02999973,13.46000004,..,..
Vietnam,VNM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,64.33000183,60.65999985,58.75,57.15000153,56.06000137,54.29999924,..,..
China,CHN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,47.83000183,47.36999893,46.97999954,46.59999847,45.70999908,44.65999985,..,..
Nigeria,NGA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,81.62999725,82.27999878,82.58999634,81.48000336,80.44999695,79.87000275,..,..
South Africa,ZAF,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,14.13000011,14.59000015,15.11999989,15.47000027,15.56999969,16.34000015,..,..
"Egypt, Arab Rep.",EGY,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,39.16999817,37.40000153,30.13999939,31.90999985,31.22999954,30.43000031,..,..
Australia,AUS,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,17.13999939,17.05999947,17.04999924,16.89999962,16.45999908,16.57999992,..,..
Israel,ISR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,11.72000027,11.98999977,12.14999962,11.88000011,12.39999962,12.31000042,..,..
Country List,(Country List),"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,1.25,5.070000172,6.329999924,7.019999981,6.860000134,6.820000172,..,..
Argentina,ARG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.25,..,..,3.269999981,3.640000105,3.869999886,..,..
Colombia,COL,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,10.26000023,10.25,11.28999996,10.85000038,11.21000004,11.5,..,..
United States,USA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.690000057,3.029999971,2.910000086,2.690000057,2.450000048,2.380000114,5.590000153,0.217007364
United Kingdom,GBR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.170000076,2.940000057,2.920000076,2.75999999,2.50999999,2.480000019,..,..
United Arab Emirates,ARE,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,3.849999905,..,..,..,..
Turkey,TUR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,10.48999977,10.77000046,11.82999992,12.40999985,12.18999958,13.5,..,..
Norway,NOR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2.180000067,2.609999895,3.029999971,2.410000086,2.319999933,2.190000057,..,..
Greece,GRC,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,20.01000023,19.85000038,18,16.46999931,14.22000027,12.14999962,..,..
India,IND,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,15.26000023,15.10999966,..,..
Singapore,SGP,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,3.720000029,..,4.119999886,..,..,..,..
Vietnam,VNM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.970000029,4.590000153,4.630000114,4,2.079999924,2.480000019,4.489999771,6.953767807
China,CHN,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..
Nigeria,NGA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,13.68999958,..,..,15.30000019,..,..
South Africa,ZAF,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,8.25,8.880000114,10.72999954,12.85999966,12.02999973,13.57999992,..,..
"Egypt, Arab Rep.",EGY,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,19.94000053,21.63999939,20.62999916,20.75,22.13999939,..,..,..
Australia,AUS,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..
Israel,ISR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.650000095,3.349999905,2.920000076,2.75999999,..,..,..,..
Country List,(Country List),Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,1.610000014,5.75,7.130000114,8.090000153,7.860000134,7.869999886,..,..
Argentina,ARG,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,3.920000076,..,..,3.970000029,4.199999809,4.400000095,..,..
Colombia,COL,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,11.93000031,11.81999969,12.82999992,12.44999981,12.94999981,13.35999966,..,..
United States,USA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,3.819999933,3.150000095,2.960000038,2.789999962,2.480000019,2.410000086,5.960000038,1.249394172
United Kingdom,GBR,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,3.180000067,2.940000057,3.079999924,2.910000086,2.49000001,2.390000105,..,..
United Arab Emirates,ARE,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,9.470000267,..,..,..,..
Turkey,TUR,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,15.15999985,15.97999954,16.62000084,17.90999985,16.79999924,18.26000023,..,..
Norway,NOR,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,2.359999895,2.49000001,2.619999886,2.140000105,2.140000105,2.029999971,..,..
Greece,GRC,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,23.01000023,23.13999939,22.22999954,20.39999962,18.39999962,15.85999966,..,..
India,IND,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,24.69000053,23.42000008,..,..
Singapore,SGP,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,4.050000191,..,4.599999905,..,..,..,..
Vietnam,VNM,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,4.409999847,5.059999943,5.059999943,4.449999809,2.309999943,2.700000048,5.909999847,8.020861296
China,CHN,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..,..,..
Nigeria,NGA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,18.25,..,..,16.69000053,..,..
South Africa,ZAF,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,9.609999657,9.579999924,11.22000027,14.59000015,13.17000008,15.02999973,..,..
"Egypt, Arab Rep.",EGY,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,31.45999908,32.79000092,30.78000069,31.13999939,34.59000015,..,..,..
Australia,AUS,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..,..,..
Israel,ISR,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,3.75999999,3.700000048,2.869999886,2.730000019,..,..,..,..
Country List,(Country List),"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..,..,..
Brazil,BRA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,0.910000026,4.25,5.369999886,5.699999809,5.630000114,5.510000229,..,..
Argentina,ARG,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,2.319999933,..,..,2.319999933,2.880000114,3.180000067,..,..
Colombia,COL,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,8.420000076,8.510000229,9.56000042,9.090000153,9.300000191,9.460000038,..,..
United States,USA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,3.559999943,2.910000086,2.859999895,2.579999924,2.420000076,2.349999905,5.199999809,-0.900516693
United Kingdom,GBR,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,3.160000086,2.950000048,2.75999999,2.609999895,2.539999962,2.569999933,..,..
United Arab Emirates,ARE,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,1.899999976,..,..,..,..
Turkey,TUR,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,7.570000172,7.409999847,8.649999619,8.590000153,8.949999809,10.15999985,..,..
Norway,NOR,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,1.980000019,2.74000001,3.5,2.710000038,2.539999962,2.380000114,..,..
Greece,GRC,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,16.97999954,16.38999939,13.39000034,12.26000023,9.890000343,8.25,..,..
India,IND,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,12.64000034,12.84000015,..,..
Singapore,SGP,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,3.430000067,..,3.700000048,..,..,..,..
Vietnam,VNM,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,3.549999952,4.099999905,4.170000076,3.519999981,1.830000043,2.269999981,2.99000001,4.693349572
China,CHN,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..,..,..
Nigeria,NGA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,10.47000027,..,..,14.39999962,..,..
